prompt_tokens,completion_tokens,total_tokens
701,1235,1936
3001,1222,4223
3001,511,3512
4064,111,4175
3278,1217,4495
3278,240,3518
4332,98,4430
3546,1222,4768
3546,483,4029
4599,122,4721
3805,1229,5034
4871,105,4976
4064,1245,5309
5146,98,5244
4333,1239,5572
4333,489,4822
4333,492,4825
5403,113,5516
4591,1235,5826
4591,244,4835
4591,240,4831
5663,109,5772
4858,1197,6055
4858,975,5833
4858,748,5606
5919,106,6025
5117,1242,6359
5117,511,5628
6180,105,6285
5386,1216,6602
5386,240,5626
6439,105,6544
5645,1225,6870
5645,245,5890
6707,106,6813
5904,1221,7125
5904,510,6414
5904,244,6148
5904,244,6148
5904,244,6148
5904,242,6146
6964,104,7068
6162,1228,7390
6162,733,6895
7225,112,7337
6430,1220,7650
7487,107,7594
6689,1209,7898
6689,734,7423
7733,107,7840
6948,1238,8186
6948,244,7192
8018,98,8116
7207,1226,8433
7207,413,7620
7207,510,7717
7207,244,7451
7207,244,7451
7207,244,7451
8261,107,8368
7476,1208,8684
7476,730,8206
8520,105,8625
7735,1234,8969
7735,508,8243
8795,106,8901
8004,1217,9221
8004,494,8498
8004,244,8248
9067,106,9173
8272,1118,9390
8272,984,9256
8272,244,8516
8272,240,8512
8272,208,8480
8272,244,8516
8272,244,8516
8272,242,8514
9325,114,9439
8540,1225,9765
8540,731,9271
8540,501,9041
8540,244,8784
8540,244,8784
8540,244,8784
8540,244,8784
9594,106,9700
8799,1216,10015
8799,244,9043
8799,244,9043
8799,244,9043
8799,244,9043
8799,244,9043
8799,244,9043
8799,242,9041
9850,107,9957
9067,1243,10310
9067,492,9559
10155,106,10261
9343,1241,10584
9343,984,10327
9343,510,9853
9343,242,9585
10404,105,10509
9602,1076,10678
9602,929,10531
9602,244,9846
9602,208,9810
9602,244,9846
9602,244,9846
9602,244,9846
9602,244,9846
9602,244,9846
9602,244,9846
9602,1232,10834
10670,106,10776
9870,1036,10906
9870,1231,11101
9870,492,10362
10941,107,11048
10138,1234,11372
10138,712,10850
10138,501,10639
10138,480,10618
10138,244,10382
10138,244,10382
10138,244,10382
10138,244,10382
10138,244,10382
10138,244,10382
10138,1210,11348
11226,107,11333
10406,1206,11612
10406,493,10899
10406,244,10650
10406,244,10650
10406,244,10650
10406,244,10650
10406,244,10650
10406,244,10650
10406,245,10651
10406,244,10650
10406,1127,11533
11477,108,11585
10675,1221,11896
10675,503,11178
10675,244,10919
10675,240,10915
10675,244,10919
10675,244,10919
10675,244,10919
10675,242,10917
11745,112,11857
10952,1244,12196
10952,492,11444
10952,501,11453
12032,106,12138
11220,1195,12415
11220,1231,12451
11220,492,11712
11220,244,11464
11220,244,11464
11220,244,11464
11220,244,11464
11220,244,11464
11220,244,11464
11220,208,11428
11220,1069,12289
11220,1231,12451
12309,108,12417
11488,1223,12711
11488,986,12474
11488,501,11989
11488,511,11999
11488,244,11732
11488,244,11732
12560,98,12658
11766,1241,13007
11766,510,12276
11766,519,12285
11766,244,12010
11766,244,12010
11766,244,12010
11766,244,12010
11766,244,12010
11766,244,12010
11766,244,12010
12856,107,12963
12026,1198,13224
12026,625,12651
12026,740,12766
12026,244,12270
12026,244,12270
12026,240,12266
13106,106,13212
12294,1117,13411
12294,731,13025
13362,108,13470
12552,1189,13741
12552,456,13008
12552,244,12796
12552,244,12796
13622,98,13720
12820,1117,13937
12820,1041,13861
12820,1094,13914
12820,868,13688
12820,988,13808
12820,456,13276
12820,244,13064
12820,208,13028
12820,240,13060
12820,244,13064
12820,960,13780
12820,1230,14050
13910,107,14017
13089,1117,14206
13089,725,13814
13089,493,13582
13089,208,13297
13089,244,13333
13089,244,13333
13089,208,13297
13089,244,13333
13089,245,13334
14160,98,14258
13365,1216,14581
13365,733,14098
13365,510,13875
13365,484,13849
13365,244,13609
13365,244,13609
13365,244,13609
14410,107,14517
13624,1119,14743
13624,918,14542
13624,713,14337
13624,493,14117
13624,240,13864
13624,244,13868
13624,208,13832
13624,244,13868
13624,208,13832
13624,244,13868
13624,1225,14849
14714,108,14822
13901,1222,15123
13901,519,14420
13901,244,14145
13901,244,14145
13901,244,14145
13901,244,14145
13901,208,14109
13901,208,14109
13901,244,14145
13901,244,14145
13901,1225,15126
14981,113,15094
14161,1243,15404
14161,492,14653
14161,519,14680
14161,244,14405
14161,244,14405
14161,244,14405
14161,244,14405
14161,244,14405
14161,208,14369
14161,242,14403
15240,112,15352
14419,1120,15539
14419,1162,15581
14419,664,15083
14419,775,15194
14419,457,14876
14419,501,14920
14419,489,14908
14419,492,14911
14419,253,14672
15507,107,15614
14696,1080,15776
14696,1231,15927
14696,870,15566
14696,713,15409
14696,244,14940
14696,208,14904
14696,244,14940
14696,244,14940
14696,244,14940
14696,244,14940
14696,1118,15814
15812,107,15919
14973,1228,16201
14973,624,15597
14973,753,15726
14973,456,15429
14973,240,15213
14973,244,15217
14973,244,15217
14973,244,15217
14973,244,15217
14973,244,15217
14973,1240,16213
16072,108,16180
15250,1195,16445
15250,1234,16484
15250,493,15743
15250,457,15707
15250,469,15719
15250,501,15751
15250,244,15494
15250,208,15458
15250,244,15494
15250,244,15494
15250,1230,16480
16329,107,16436
15508,1077,16585
15508,990,16498
15508,984,16492
15508,480,15988
15508,489,15997
15508,510,16018
15508,501,16009
15508,238,15746
15508,208,15716
15508,208,15716
15508,1244,16752
16579,108,16687
15767,1040,16807
15767,1036,16803
15767,1171,16938
15767,1036,16803
15767,1102,16869
15767,1235,17002
15767,749,16516
15767,511,16278
15767,492,16259
15767,493,16260
15767,1141,16908
15767,1244,17011
16885,103,16988
16045,1229,17274
16045,709,16754
16045,659,16704
16045,695,16740
16045,622,16667
16045,676,16721
16045,671,16716
16045,745,16790
16045,746,16791
16045,510,16555
16045,1138,17183
16045,1141,17186
17125,106,17231
16313,1156,17469
16313,984,17297
16313,665,16978
16313,510,16823
16313,244,16557
16313,242,16555
17401,113,17514
16581,1244,17825
16581,492,17073
16581,510,17091
16581,244,16825
16581,214,16795
16581,244,16825
17661,111,17772
16858,1174,18032
16858,749,17607
16858,244,17102
16858,244,17102
16858,244,17102
16858,244,17102
16858,244,17102
16858,244,17102
16858,244,17102
16858,244,17102
16858,1032,17890
16858,1072,17930
17956,107,18063
17135,1226,18361
17135,510,17645
17135,489,17624
17135,510,17645
17135,244,17379
17135,244,17379
17135,244,17379
17135,244,17379
17135,209,17344
17135,208,17343
17135,1227,18362
17135,1093,18228
17135,1046,18181
17135,1234,18369
18224,107,18331
17412,1226,18638
17412,978,18390
17412,825,18237
17412,963,18375
17412,978,18390
17412,244,17656
17412,208,17620
17412,208,17620
17412,244,17656
17412,244,17656
18483,107,18590
17670,1225,18895
17670,1027,18697
17670,1037,18707
17670,1091,18761
17670,1204,18874
17670,749,18419
17670,489,18159
17670,492,18162
17670,244,17914
17670,240,17910
17670,1036,18706
17670,1196,18866
18777,108,18885
17948,1072,19020
17948,1114,19062
17948,659,18607
17948,491,18439
17948,494,18442
17948,510,18458
17948,456,18404
17948,492,18440
17948,510,18458
17948,484,18432
17948,1115,19063
17948,1044,18992
17948,1035,18983
17948,1115,19063
17948,1195,19143
17948,1036,18984
17948,1036,18984
17948,1163,19111
19038,108,19146
18225,1037,19262
18225,1245,19470
18225,510,18735
18225,492,18717
18225,493,18718
19299,108,19407
18503,1235,19738
18503,978,19481
18503,752,19255
18503,733,19236
18503,640,19143
18503,749,19252
18503,623,19126
18503,742,19245
18503,731,19234
18503,528,19031
18503,1174,19677
18503,1228,19731
18503,1030,19533
18503,1244,19747
18503,1072,19575
18503,1042,19545
18503,1025,19528
18503,1215,19718
19549,108,19657
18770,1226,19996
18770,417,19187
18770,501,19271
18770,244,19014
19841,108,19949
19047,1064,20111
19047,986,20033
19047,510,19557
19047,208,19255
19047,208,19255
19047,245,19292
19047,244,19291
19047,208,19255
19047,240,19287
19047,244,19291
19047,1048,20095
19047,1225,20272
20109,107,20216
19306,1072,20378
19306,1227,20533
19306,623,19929
19306,731,20037
19306,511,19817
19306,208,19514
19306,244,19550
19306,244,19550
19306,208,19514
19306,244,19550
19306,1043,20349
19306,1036,20342
19306,1116,20422
19306,1069,20375
19306,1087,20393
19306,1117,20423
19306,1165,20471
19306,1177,20483
19306,1072,20378
20370,106,20476
19574,1074,20648
19574,987,20561
19574,492,20066
19574,510,20084
19574,493,20067
19574,489,20063
19574,483,20057
19574,432,20006
19574,456,20030
19574,507,20081
19574,1094,20668
19574,1034,20608
19574,1227,20801
19574,1071,20645
19574,1103,20677
19574,1162,20736
19574,1270,20844
20646,107,20753
19833,1093,20926
19833,1148,20981
19833,1235,21068
19833,727,20560
19833,712,20545
19833,745,20578
19833,727,20560
20900,107,21007
20091,1093,21184
20091,1090,21181
20091,986,21077
20091,244,20335
20091,253,20344
20091,228,20319
20091,244,20335
20091,240,20331
20091,208,20299
20091,240,20331
20091,1239,21330
21189,108,21297
20369,1087,21456
20369,953,21322
20369,626,20995
20369,713,21082
20369,510,20879
20369,413,20782
20369,432,20801
20369,411,20780
20369,510,20879
20369,253,20622
20369,1039,21408
20369,1042,21411
20369,1224,21593
20369,1234,21603
21468,106,21574
20637,1225,21862
20637,1125,21762
20637,891,21528
20637,980,21617
20637,643,21280
20637,748,21385
20637,510,21147
20637,510,21147
20637,492,21129
20637,486,21123
20637,1235,21872
20637,1092,21729
20637,1229,21866
21709,108,21817
20896,1089,21985
20896,1226,22122
20896,987,21883
20896,972,21868
20896,739,21635
20896,664,21560
20896,628,21524
20896,749,21645
20896,510,21406
20896,426,21322
20896,1093,21989
20896,1036,21932
20896,1066,21962
21961,107,22068
21165,1032,22197
21165,1231,22396
21165,620,21785
21165,730,21895
21165,622,21787
21165,736,21901
21165,253,21418
21165,208,21373
21165,244,21409
21165,244,21409
21165,1116,22281
22254,105,22359
21425,1232,22657
21425,731,22156
21425,510,21935
21425,232,21657
21425,244,21669
21425,253,21678
21425,244,21669
21425,253,21678
21425,208,21633
21425,244,21669
21425,1227,22652
22497,106,22603
21684,1036,22720
21684,1073,22757
21684,1066,22750
21684,1034,22718
21684,1114,22798
21684,1220,22904
21684,986,22670
21684,987,22671
21684,876,22560
21684,840,22524
21684,1036,22720
21684,1118,22802
21684,947,22631
21684,1035,22719
21684,1204,22888
21684,1234,22918
21684,1089,22773
21684,1215,22899
21684,1033,22717
21684,1091,22775
21684,1234,22918
22756,107,22863
21944,1136,23080
21944,1228,23172
21944,829,22773
21944,867,22811
21944,465,22409
21944,510,22454
21944,244,22188
21944,244,22188
21944,253,22197
21944,244,22188
21944,1231,23175
23033,108,23141
22221,1177,23398
22221,1208,23429
22221,825,23046
22221,915,23136
22221,834,23055
22221,833,23054
22221,977,23198
22221,968,23189
22221,696,22917
22221,748,22969
22221,1027,23248
22221,1045,23266
22221,1036,23257
22221,1048,23269
22221,1231,23452
23284,107,23391
22498,1048,23546
22498,1122,23620
22498,996,23494
22498,728,23226
22498,510,23008
22498,244,22742
22498,244,22742
22498,244,22742
22498,244,22742
22498,209,22707
22498,1043,23541
22498,1270,23768
23562,108,23670
22766,1000,23766
22766,1093,23859
22766,1039,23805
22766,1069,23835
22766,1036,23802
22766,1240,24006
22766,501,23267
22766,390,23156
22766,244,23010
22766,244,23010
22766,1234,24000
22766,1229,23995
23864,98,23962
23043,1228,24271
23043,866,23909
23043,706,23749
23043,712,23755
23043,253,23296
23043,208,23251
23043,244,23287
23043,244,23287
23043,244,23287
23043,244,23287
23043,1036,24079
23043,1072,24115
23043,1279,24322
24140,107,24247
23320,1231,24551
23320,831,24151
23320,842,24162
23320,916,24236
23320,677,23997
23320,510,23830
23320,486,23806
23320,501,23821
23320,432,23752
23320,480,23800
23320,1228,24548
23320,1211,24531
24393,107,24500
23597,1033,24630
23597,1233,24830
23597,958,24555
23597,664,24261
23597,715,24312
23597,659,24256
23597,510,24107
23597,510,24107
23597,510,24107
23597,519,24116
23597,1036,24633
23597,1035,24632
23597,1186,24783
23597,1067,24664
23597,962,24559
23597,1108,24705
24678,107,24785
23864,1030,24894
23864,1040,24904
23864,1039,24903
23864,1211,25075
23864,990,24854
23864,776,24640
23864,510,24374
23864,244,24108
23864,244,24108
23864,244,24108
23864,1241,25105
24944,108,25052
24123,1235,25358
24123,622,24745
24123,728,24851
24123,510,24633
24123,510,24633
24123,492,24615
24123,510,24633
24123,240,24363
24123,253,24376
24123,232,24355
24123,1045,25168
24123,1231,25354
25195,108,25303
24382,1141,25523
24382,891,25273
24382,867,25249
24382,772,25154
25467,108,25575
24659,1036,25695
24659,1030,25689
24659,1117,25776
24659,1042,25701
24659,1230,25889
24659,867,25526
24659,723,25382
24659,828,25487
24659,830,25489
24659,825,25484
24659,1234,25893
24659,1217,25876
24659,1039,25698
24659,1081,25740
24659,1229,25888
24659,1215,25874
24659,1075,25734
24659,1035,25694
24659,1038,25697
24659,1162,25821
25722,107,25829
24927,1042,25969
24927,1036,25963
24927,1187,26114
24927,1072,25999
24927,863,25790
24927,978,25905
24927,510,25437
24927,510,25437
24927,511,25438
26000,114,26114
25204,1051,26255
25204,1171,26375
25204,1042,26246
25204,1045,26249
25204,1041,26245
25204,1235,26439
25204,977,26181
25204,831,26035
25204,903,26107
25204,986,26190
25204,1217,26421
25204,1234,26438
25204,1036,26240
25204,1224,26428
25204,1213,26417
26258,105,26363
25464,1232,26696
25464,860,26324
25464,825,26289
25464,978,26442
25464,628,26092
25464,712,26176
25464,748,26212
25464,776,26240
25464,495,25959
25464,253,25717
25464,1226,26690
26529,107,26636
25733,1241,26974
25733,748,26481
25733,727,26460
25733,441,26174
25733,510,26243
25733,229,25962
25733,244,25977
25733,208,25941
25733,253,25986
25733,209,25942
25733,1240,26973
26805,108,26913
25992,1141,27133
25992,983,26975
25992,776,26768
25992,511,26503
25992,244,26236
25992,208,26200
25992,253,26245
25992,253,26245
25992,244,26236
25992,244,26236
25992,1069,27061
25992,1197,27189
25992,1035,27027
25992,1197,27189
27082,107,27189
26261,1030,27291
26261,1072,27333
26261,1073,27334
26261,1225,27486
26261,992,27253
26261,712,26973
26261,653,26914
26261,748,27009
26261,676,26937
26261,728,26989
26261,1231,27492
26261,1225,27486
27351,106,27457
26538,1052,27590
26538,1225,27763
26538,1042,27580
26538,1227,27765
26538,1234,27772
26538,749,27287
26538,510,27048
26538,244,26782
26538,253,26791
26538,244,26782
26538,1162,27700
26538,1024,27562
26538,1034,27572
26538,1052,27590
26538,1037,27575
26538,1033,27571
26538,1093,27631
26538,1243,27781
26538,1090,27628
26538,1138,27676
27619,108,27727
26805,1093,27898
26805,831,27636
26805,987,27792
26805,960,27765
26805,746,27551
26805,713,27518
26805,665,27470
26805,456,27261
26805,510,27315
26805,510,27315
26805,1036,27841
26805,1191,27996
26805,1033,27838
26805,1225,28030
27886,108,27994
27072,1034,28106
27072,1033,28105
27072,1033,28105
27072,1227,28299
27072,1039,28111
27072,1244,28316
27072,983,28055
27072,751,27823
27072,494,27566
27072,510,27582
27072,1210,28282
27072,1234,28306
28144,108,28252
27349,1072,28421
27349,987,28336
27349,990,28339
27349,827,28176
27349,987,28336
27349,511,27860
27349,520,27869
27349,486,27835
27349,252,27601
27349,511,27860
27349,1091,28440
27349,1216,28565
28447,108,28555
27617,1093,28710
27617,742,28359
27617,830,28447
27617,831,28448
27617,964,28581
27617,987,28604
27617,978,28595
27617,960,28577
27617,987,28604
27617,728,28345
27617,1141,28758
27617,1232,28849
27617,1242,28859
27617,1216,28833
27617,1222,28839
28689,113,28802
27877,1036,28913
27877,1042,28919
27877,1228,29105
27877,1050,28927
27877,1067,28944
27877,1225,29102
27877,978,28855
27877,511,28388
27877,244,28121
27877,208,28085
27877,1186,29063
27877,1215,29092
28923,107,29030
28135,1037,29172
28135,1235,29370
28135,1026,29161
28135,1048,29183
28135,1234,29369
28135,712,28847
28135,731,28866
28135,776,28911
28135,510,28645
28135,244,28379
28135,1229,29364
29198,114,29312
28412,1087,29499
28412,1040,29452
28412,1108,29520
28412,1036,29448
28412,1231,29643
28412,816,29228
28412,978,29390
28412,977,29389
28412,743,29155
28412,730,29142
28412,1036,29448
28412,1033,29445
28412,1091,29503
28412,1068,29480
28412,1036,29448
28412,1224,29636
28412,1034,29446
28412,1251,29663
28412,1072,29484
29485,107,29592
