prompt_tokens,completion_tokens,total_tokens
701,611,1312
701,335,1036
701,335,1036
701,1234,1935
3002,1221,4223
4055,113,4168
3270,1221,4491
3270,244,3514
4323,119,4442
3529,1212,4741
3529,494,4023
3529,244,3773
4572,113,4685
3797,1225,5022
3797,492,4289
3797,244,4041
4859,113,4972
4055,1231,5286
5118,107,5225
4315,1210,5525
4315,731,5046
5360,113,5473
4574,1229,5803
5635,107,5742
4833,1248,6081
5913,106,6019
5110,1244,6354
5110,242,5352
6190,107,6297
5369,1225,6594
6431,105,6536
5627,1222,6849
5627,492,6119
5627,485,6112
5627,494,6121
5627,510,6137
5627,244,5871
5627,244,5871
5627,244,5871
5627,240,5867
5627,254,5881
6699,107,6806
5904,1227,7131
5904,734,6638
5904,244,6148
5904,241,6145
5904,244,6148
5904,245,6149
5904,244,6148
5904,253,6157
5904,244,6148
5904,244,6148
5904,1216,7120
6966,111,7077
6181,1239,7420
6181,240,6421
7252,105,7357
6448,1217,7665
6448,253,6701
6448,253,6701
6448,253,6701
6448,254,6702
6448,240,6688
7502,107,7609
6717,1222,7939
6717,494,7211
6717,240,6957
6717,249,6966
6717,244,6961
7770,107,7877
6977,1234,8211
6977,459,7436
6977,244,7221
6977,244,7221
6977,244,7221
6977,253,7230
8066,107,8173
7245,1141,8386
7245,987,8232
7245,244,7489
7245,253,7498
8334,106,8440
7522,1215,8737
7522,494,8016
8566,113,8679
7781,1221,9002
7781,510,8291
7781,244,8025
8843,106,8949
8049,1217,9266
8049,244,8293
8049,240,8289
8049,245,8294
8049,244,8293
8049,244,8293
9103,106,9209
8309,1226,9535
8309,731,9040
8309,244,8553
9371,108,9479
8568,1217,9785
8568,244,8812
8568,240,8808
8568,242,8810
9620,108,9728
8836,1225,10061
8836,748,9584
8836,244,9080
8836,253,9089
8836,240,9076
8836,244,9080
8836,244,9080
8836,241,9077
8836,244,9080
9897,108,10005
9095,1234,10329
9095,492,9587
10148,101,10249
9353,1206,10559
9353,746,10099
9353,510,9863
10423,106,10529
9611,1234,10845
9611,493,10104
9611,254,9865
10701,107,10808
9888,1228,11116
9888,511,10399
9888,253,10141
9888,244,10132
10959,105,11064
10147,1225,11372
10147,737,10884
10147,491,10638
10147,494,10641
10147,253,10400
10147,244,10391
10147,244,10391
10147,208,10355
10147,244,10391
10147,253,10400
10147,1231,11378
11210,108,11318
10406,1048,11454
10406,1230,11636
10406,748,11154
10406,240,10646
10406,244,10650
10406,253,10659
10406,245,10651
10406,253,10659
10406,244,10650
10406,244,10650
10406,1234,11640
11494,108,11602
10665,1054,11719
10665,1239,11904
10665,658,11323
10665,748,11413
10665,254,10919
11763,106,11869
10933,1225,12158
10933,748,11681
10933,510,11443
10933,253,11186
12013,107,12120
11192,1225,12417
11192,658,11850
11192,489,11681
11192,495,11687
11192,244,11436
11192,244,11436
11192,244,11436
11192,244,11436
11192,244,11436
12255,108,12363
11452,1227,12679
11452,1217,12669
11452,1226,12678
11452,1216,12668
11452,996,12448
11452,253,11705
11452,253,11705
11452,253,11705
11452,244,11696
11452,253,11705
12533,106,12639
11720,1229,12949
12786,105,12891
11986,1234,13220
11986,253,12239
11986,253,12239
11986,244,12230
11986,244,12230
11986,253,12239
11986,244,12230
11986,244,12230
11986,244,12230
11986,253,12239
11986,1231,13217
13075,106,13181
12254,1240,13494
12254,492,12746
12254,510,12764
12254,244,12498
12254,244,12498
12254,244,12498
12254,244,12498
12254,244,12498
12254,244,12498
12254,244,12498
12254,1233,13487
13343,104,13447
12522,1235,13757
12522,986,13508
12522,484,13006
12522,493,13015
12522,245,12767
12522,244,12766
12522,244,12766
12522,244,12766
12522,244,12766
12522,240,12762
12522,1233,13755
13612,106,13718
12790,1234,14024
12790,749,13539
12790,494,13284
12790,492,13282
12790,244,13034
12790,244,13034
12790,244,13034
12790,244,13034
12790,244,13034
12790,244,13034
12790,1067,13857
13870,107,13977
13049,1090,14139
13049,987,14036
13049,751,13800
13049,244,13293
13049,244,13293
13049,244,13293
13049,244,13293
13049,244,13293
13049,244,13293
13049,244,13293
13049,1233,14282
14164,119,14283
13326,1232,14558
13326,730,14056
13326,456,13782
13326,495,13821
13326,245,13571
13326,244,13570
13326,245,13571
13326,244,13570
13326,250,13576
14406,107,14513
13594,1161,14755
13594,914,14508
13594,748,14342
13594,492,14086
13594,244,13838
13594,244,13838
13594,253,13847
13594,244,13838
13594,253,13847
13594,244,13838
13594,1236,14830
14700,108,14808
13871,1216,15087
13871,749,14620
13871,253,14124
13871,240,14111
13871,244,14115
13871,242,14113
14942,107,15049
14140,1033,15173
14140,1225,15365
14140,973,15113
14140,510,14650
14140,510,14650
14140,492,14632
14140,494,14634
14140,492,14632
14140,244,14384
14140,232,14372
14140,1217,15357
15213,106,15319
14409,1232,15641
14409,748,15157
14409,493,14902
14409,244,14653
14409,208,14617
14409,244,14653
14409,253,14662
14409,244,14653
14409,244,14653
14409,244,14653
14409,1234,15643
15481,115,15596
14668,1198,15866
14668,983,15651
14668,623,15291
14668,712,15380
14668,208,14876
14668,244,14912
14668,244,14912
14668,244,14912
14668,262,14930
14668,244,14912
14668,1225,15893
15766,105,15871
14946,1233,16179
14946,712,15658
14946,494,15440
14946,492,15438
14946,245,15191
14946,244,15190
14946,208,15154
14946,244,15190
14946,244,15190
14946,244,15190
14946,1218,16164
16017,108,16125
15206,1229,16435
15206,749,15955
15206,244,15450
15206,244,15450
15206,244,15450
15206,244,15450
15206,244,15450
15206,244,15450
15206,208,15414
15206,244,15450
15206,1234,16440
16278,106,16384
15465,1219,16684
15465,659,16124
15465,732,16197
15465,748,16213
15465,708,16173
15465,501,15966
15465,244,15709
15465,245,15710
15465,244,15709
15465,244,15709
15465,1199,16664
16538,107,16645
15733,1171,16904
15733,1039,16772
15733,1032,16765
15733,1062,16795
15733,1113,16846
15733,926,16659
15733,985,16718
15733,749,16482
15733,244,15977
15733,254,15987
16815,104,16919
16002,1089,17091
16002,986,16988
16002,456,16458
16002,492,16494
16002,492,16494
16002,519,16521
16002,244,16246
16002,244,16246
16002,244,16246
16002,244,16246
16002,1239,17241
17109,107,17216
16271,1230,17501
16271,1239,17510
16271,494,16765
16271,228,16499
16271,240,16511
16271,244,16515
16271,244,16515
16271,253,16524
16271,253,16524
16271,244,16515
16271,1084,17355
16271,1231,17502
17351,108,17459
16531,1222,17753
16531,622,17153
16531,668,17199
16531,677,17208
16531,493,17024
16531,494,17025
16531,493,17024
16531,244,16775
16531,244,16775
16531,253,16784
16531,1108,17639
16531,1148,17679
17630,106,17736
16790,1091,17881
16790,1053,17843
16790,1067,17857
16790,1117,17907
16790,991,17781
16790,730,17520
16790,493,17283
16790,508,17298
17858,104,17962
17067,1090,18157
17067,987,18054
17067,644,17711
17067,629,17696
17067,732,17799
17067,510,17577
17067,240,17307
17067,244,17311
17067,240,17307
17067,245,17312
17067,1079,18146
17067,1064,18131
17067,1228,18295
18156,107,18263
17325,1078,18403
17325,1244,18569
17325,245,17570
18407,106,18513
17602,1207,18809
17602,915,18517
17602,915,18517
17602,635,18237
17602,658,18260
17602,706,18308
17602,748,18350
17602,487,18089
17602,510,18112
17602,244,17846
17602,1249,18851
18690,108,18798
17861,1091,18952
17861,858,18719
17861,991,18852
17861,253,18114
18951,106,19057
18129,1234,19363
18129,984,19113
18129,916,19045
18129,688,18817
18129,492,18621
18129,484,18613
18129,244,18373
18129,244,18373
18129,253,18382
18129,253,18382
18129,1052,19181
18129,1236,19365
19210,106,19316
18406,1141,19547
18406,987,19393
18406,776,19182
18406,208,18614
18406,253,18659
18406,244,18650
18406,244,18650
18406,244,18650
18406,244,18650
18406,244,18650
18406,1117,19523
18406,1106,19512
18406,1216,19622
19498,106,19604
18674,1069,19743
18674,1216,19890
18674,1217,19891
18674,749,19423
18674,492,19166
18674,244,18918
18674,244,18918
18674,232,18906
18674,244,18918
18674,244,18918
18674,1211,19885
19737,108,19845
18933,1229,20162
18933,749,19682
18933,245,19178
18933,244,19177
18933,244,19177
18933,244,19177
18933,240,19173
18933,244,19177
18933,244,19177
18933,208,19141
18933,1060,19993
18933,1053,19986
18933,1069,20002
20032,106,20138
19202,1093,20295
19202,873,20075
19202,969,20171
19202,493,19695
19202,480,19682
19202,492,19694
19202,510,19712
19202,492,19694
19202,481,19683
19202,253,19455
19202,1096,20298
20301,107,20408
19479,1163,20642
19479,420,19899
19479,502,19981
19479,510,19989
19479,510,19989
19479,484,19963
19479,232,19711
19479,244,19723
19479,244,19723
19479,244,19723
19479,1067,20546
19479,1037,20516
19479,1186,20665
19479,1069,20548
19479,1091,20570
20569,107,20676
19755,1105,20860
19755,915,20670
19755,704,20459
19755,634,20389
19755,749,20504
19755,511,20266
19755,511,20266
19755,510,20265
19755,253,20008
19755,244,19999
19755,1216,20971
20853,107,20960
20024,1229,21253
20024,1162,21186
20024,622,20646
20024,634,20658
20024,659,20683
20024,481,20505
20024,244,20268
20024,208,20232
20024,253,20277
20024,244,20268
20024,1252,21276
21114,107,21221
20293,1049,21342
20293,1036,21329
20293,1036,21329
20293,1236,21529
20293,713,21006
20293,244,20537
20293,208,20501
20293,208,20501
20293,244,20537
20293,208,20501
20293,1030,21323
20293,1088,21381
21382,108,21490
20552,1161,21713
20552,682,21234
20552,731,21283
20552,510,21062
20552,510,21062
20552,492,21044
20552,244,20796
20552,244,20796
20552,253,20805
20552,244,20796
20552,1109,21661
21631,105,21736
20820,1075,21895
20820,1033,21853
20820,1124,21944
20820,1214,22034
20820,745,21565
20820,676,21496
20820,623,21443
20820,622,21442
20820,748,21568
20820,776,21596
20820,1234,22054
20820,1222,22042
21919,107,22026
21098,1040,22138
21098,1033,22131
21098,1030,22128
21098,1090,22188
21098,1167,22265
21098,749,21847
21098,519,21617
21098,244,21342
21098,208,21306
21098,244,21342
21098,1139,22237
21098,1052,22150
21098,1037,22135
21098,1073,22171
21098,1109,22207
22197,107,22304
21367,1222,22589
21367,998,22365
21367,996,22363
21367,942,22309
21367,963,22330
21367,493,21860
21367,492,21859
21367,244,21611
21367,244,21611
21367,244,21611
21367,1231,22598
22456,106,22562
21627,1036,22663
21627,1190,22817
21627,1047,22674
21627,1087,22714
21627,1243,22870
21627,1235,22862
21627,739,22366
21627,751,22378
21627,748,22375
21627,713,22340
21627,1081,22708
21627,1163,22790
21627,1232,22859
21627,1233,22860
22690,106,22796
21886,1235,23121
21886,706,22592
21886,492,22378
21886,208,22094
21886,208,22094
21886,208,22094
21886,244,22130
21886,253,22139
21886,240,22126
21886,244,22130
21886,1038,22924
21886,1069,22955
21886,1036,22922
21886,1233,23119
22957,107,23064
22162,1211,23373
22162,749,22911
22162,208,22370
22162,262,22424
22162,208,22370
22162,262,22424
22162,240,22402
22162,244,22406
22162,232,22394
22162,244,22406
22162,1030,23192
23269,108,23377
22431,1072,23503
22431,1121,23552
22431,1037,23468
22431,1121,23552
22431,878,23309
22431,996,23427
22431,676,23107
22431,676,23107
22431,710,23141
22431,628,23059
22431,1231,23662
22431,1027,23458
22431,1081,23512
22431,1115,23546
22431,1072,23503
22431,1215,23646
22431,1123,23554
22431,1223,23654
23518,108,23626
22708,1093,23801
22708,891,23599
22708,834,23542
22708,997,23705
22708,713,23421
22708,749,23457
22708,510,23218
22708,510,23218
22708,493,23201
22708,244,22952
22708,1036,23744
22708,1033,23741
22708,1044,23752
22708,1115,23823
22708,1062,23770
23799,108,23907
22977,1229,24206
22977,914,23891
22977,867,23844
22977,988,23965
22977,757,23734
22977,426,23403
22977,492,23469
22977,510,23487
22977,510,23487
22977,511,23488
22977,1081,24058
22977,1246,24223
22977,1138,24115
22977,1243,24220
24057,107,24164
23253,1235,24488
23253,748,24001
23253,688,23941
23253,492,23745
23253,510,23763
23253,519,23772
23253,244,23497
23253,244,23497
23253,244,23497
23253,253,23506
23253,1088,24341
23253,1141,24394
23253,1126,24379
24341,108,24449
23520,1039,24559
23520,1280,24800
23520,749,24269
23520,629,24149
23520,748,24268
23520,776,24296
23520,485,24005
23520,483,24003
23520,510,24030
23520,510,24030
23520,1041,24561
23520,1071,24591
23520,1032,24552
23520,1159,24679
23520,1039,24559
23520,1115,24635
23520,1123,24643
23520,1076,24596
23520,1065,24585
24618,106,24724
23780,1149,24929
23780,1225,25005
23780,1114,24894
23780,1049,24829
23780,1029,24809
23780,1123,24903
23780,827,24607
23780,884,24664
23780,914,24694
23780,988,24768
23780,1048,24828
23780,1231,25011
23780,1216,24996
23780,1033,24813
23780,1032,24812
23780,1084,24864
23780,1210,24990
23780,1221,25001
23780,1067,24847
23780,1222,25002
23780,1227,25007
23780,1129,24909
24842,108,24950
24039,1124,25163
24039,987,25026
24039,614,24653
24039,712,24751
24039,676,24715
24039,510,24549
24039,244,24283
24039,244,24283
24039,244,24283
24039,244,24283
24039,1036,25075
24039,1172,25211
25137,108,25245
24298,1080,25378
24298,1099,25397
24298,1216,25514
24298,1162,25460
24298,996,25294
24298,510,24808
24298,501,24799
24298,244,24542
24298,244,24542
24298,244,24542
24298,1038,25336
24298,1235,25533
24298,1234,25532
25387,107,25494
24566,1222,25788
24566,860,25426
24566,984,25550
24566,731,25297
24566,622,25188
24566,712,25278
24566,511,25077
24566,511,25077
24566,457,25023
24566,493,25059
24566,1141,25707
24566,1048,25614
24566,1235,25801
25673,107,25780
24843,1073,25916
24843,1141,25984
24843,987,25830
24843,758,25601
24843,510,25353
24843,486,25329
24843,510,25353
24843,511,25354
24843,510,25353
24843,417,25260
24843,1106,25949
24843,1239,26082
25933,107,26040
25102,1066,26168
25102,1235,26337
25102,252,25354
25102,510,25612
25102,244,25346
25102,244,25346
25102,244,25346
25102,244,25346
25102,232,25334
25102,244,25346
25102,1231,26333
26182,105,26287
25371,1218,26589
25371,1117,26488
25371,1046,26417
25371,1037,26408
25371,1072,26443
25371,1034,26405
25371,1234,26605
25371,623,25994
25371,667,26038
25371,713,26084
25371,1042,26413
25371,1109,26480
25371,1078,26449
25371,1033,26404
25371,1118,26489
25371,1057,26428
25371,1127,26498
25371,1033,26404
25371,1107,26478
25371,1054,26425
25371,1065,26436
25371,1233,26604
26459,108,26567
25648,1206,26854
25648,943,26591
25648,914,26562
25648,749,26397
25648,510,26158
25648,510,26158
25648,511,26159
25648,510,26158
25648,253,25901
25648,244,25892
25648,1174,26822
25648,1225,26873
26728,107,26835
25916,1030,26946
25916,1033,26949
25916,1220,27136
25916,842,26758
25916,984,26900
25916,831,26747
25916,986,26902
25916,978,26894
25916,951,26867
25916,749,26665
25916,1075,26991
25916,1034,26950
25916,1185,27101
25916,1162,27078
25916,1270,27186
25916,1044,26960
25916,1224,27140
27031,108,27139
26193,1120,27313
26193,1037,27230
26193,1085,27278
26193,1037,27230
26193,1034,27227
26193,1234,27427
26193,987,27180
26193,830,27023
26193,908,27101
26193,842,27035
26193,1203,27396
26193,1051,27244
26193,1159,27352
26193,1162,27355
26193,1071,27264
26193,1228,27421
26193,1057,27250
26193,1057,27250
26193,1222,27415
26193,1138,27331
27293,108,27401
26462,1170,27632
26462,1117,27579
26462,878,27340
26462,688,27150
26462,748,27210
26462,659,27121
26462,519,26981
26462,486,26948
26462,486,26948
26462,456,26918
26462,1093,27555
26462,1081,27543
26462,1161,27623
26462,1027,27489
26462,1036,27498
26462,1123,27585
26462,1087,27549
26462,1033,27495
26462,1033,27495
26462,1237,27699
26462,1040,27502
26462,1234,27696
27541,108,27649
26730,1163,27893
26730,950,27680
26730,915,27645
26730,987,27717
26730,879,27609
26730,880,27610
26730,721,27451
26730,746,27476
26730,493,27223
26730,253,26983
26730,1045,27775
26730,1063,27793
26730,1103,27833
27839,107,27946
27008,1097,28105
27008,1228,28236
27008,1040,28048
27008,1096,28104
27008,1235,28243
27008,511,27519
27008,456,27464
27008,511,27519
27008,474,27482
27008,510,27518
27008,1238,28246
27008,1109,28117
27008,1076,28084
27008,1224,28232
28081,108,28189
27276,1204,28480
27276,891,28167
27276,987,28263
27276,492,27768
27276,240,27516
27276,244,27520
27276,240,27516
27276,208,27484
27276,244,27520
27276,244,27520
27276,1096,28372
27276,1245,28521
28357,107,28464
27554,1273,28827
27554,866,28420
27554,905,28459
27554,831,28385
27554,952,28506
27554,832,28386
27554,867,28421
27554,775,28329
27554,623,28177
27554,643,28197
27554,1233,28787
27554,1221,28775
27554,1036,28590
27554,1040,28594
27554,1264,28818
27554,1100,28654
27554,1108,28662
28661,107,28768
27822,1093,28915
27822,1030,28852
27822,1156,28978
27822,1066,28888
27822,1256,29078
28870,108,28978
28080,1168,29248
28080,831,28911
28080,825,28905
28080,1023,29103
28080,511,28591
28080,244,28324
28080,244,28324
28080,253,28333
28080,244,28324
28080,208,28288
28080,1205,29285
29152,107,29259
28348,1181,29529
28348,1190,29538
28348,665,29013
28348,730,29078
28348,712,29060
28348,677,29025
28348,508,28856
29435,108,29543
