prompt_tokens,completion_tokens,total_tokens
1158,342,1500
1214,88,1302
1244,342,1586
1300,93,1393
1329,342,1671
1385,92,1477
1415,342,1757
1471,92,1563
1501,342,1843
1557,93,1650
1587,342,1929
1643,92,1735
1674,342,2016
1730,92,1822
1759,342,2101
1815,94,1909
1845,342,2187
1901,93,1994
1930,342,2272
1986,93,2079
2017,342,2359
2073,95,2168
2104,342,2446
2160,93,2253
2190,342,2532
2246,94,2340
2276,342,2618
2332,94,2426
2361,342,2703
2417,98,2515
2448,342,2790
2504,94,2598
2533,342,2875
2589,93,2682
2619,342,2961
2675,94,2769
2705,342,3047
2761,92,2853
2792,342,3134
2848,93,2941
2878,342,3220
2934,93,3027
2964,342,3306
3020,94,3114
3050,342,3392
3106,91,3197
3135,342,3477
3191,92,3283
3220,342,3562
3276,90,3366
3306,342,3648
3362,93,3455
3392,342,3734
3448,92,3540
3479,342,3821
3535,91,3626
3565,342,3907
3621,95,3716
3652,342,3994
3652,141,3793
3652,72,3724
3708,94,3802
3738,342,4080
3794,92,3886
3823,342,4165
3879,90,3969
3909,342,4251
3965,90,4055
3994,342,4336
4050,94,4144
4081,342,4423
4137,92,4229
4167,342,4509
4223,95,4318
4253,342,4595
4253,72,4325
4309,93,4402
4339,342,4681
4395,96,4491
4426,342,4768
4426,72,4498
4426,72,4498
4426,72,4498
4482,91,4573
4512,342,4854
4568,91,4659
4597,342,4939
4653,91,4744
4683,342,5025
4683,72,4755
4739,92,4831
4769,342,5111
4825,91,4916
4855,342,5197
4911,94,5005
4941,342,5283
4997,91,5088
5027,342,5369
5083,98,5181
5113,342,5455
5169,96,5265
5199,342,5541
5199,72,5271
5255,96,5351
5286,342,5628
5342,94,5436
5371,342,5713
5427,92,5519
5457,342,5799
5513,94,5607
5543,342,5885
5599,92,5691
5629,342,5971
5685,91,5776
5715,342,6057
5715,141,5856
5715,72,5787
5715,72,5787
5771,90,5861
5801,342,6143
5857,90,5947
5887,342,6229
5943,91,6034
5974,342,6316
6030,92,6122
6060,342,6402
6060,141,6201
6116,91,6207
6145,342,6487
6201,97,6298
6231,342,6573
6287,93,6380
6317,342,6659
6373,91,6464
6403,342,6745
6459,93,6552
6490,342,6832
6490,72,6562
6490,72,6562
6546,89,6635
6576,342,6918
6632,91,6723
6662,342,7004
6662,72,6734
6718,93,6811
6749,342,7091
6749,72,6821
6749,72,6821
6805,88,6893
6834,342,7176
6834,72,6906
6834,72,6906
6890,93,6983
6921,342,7263
6921,141,7062
6977,91,7068
7006,342,7348
7006,72,7078
7062,94,7156
7092,342,7434
7092,72,7164
7092,72,7164
7092,72,7164
7148,92,7240
7177,342,7519
7177,141,7318
7177,72,7249
7233,91,7324
7264,342,7606
7264,72,7336
7264,72,7336
7264,72,7336
7264,72,7336
7264,72,7336
7320,92,7412
7350,342,7692
7406,93,7499
7437,342,7779
7437,208,7645
7437,72,7509
7493,91,7584
7523,342,7865
7523,141,7664
7523,72,7595
7579,96,7675
7610,342,7952
7610,141,7751
7666,90,7756
7696,342,8038
7696,141,7837
7696,72,7768
7696,72,7768
7696,72,7768
7696,72,7768
7696,72,7768
7696,72,7768
7696,72,7768
7696,72,7768
7696,342,8038
7752,91,7843
7783,342,8125
7783,141,7924
7839,94,7933
7870,342,8212
7926,91,8017
7955,342,8297
7955,342,8297
8011,90,8101
8042,342,8384
8098,91,8189
8128,342,8470
8128,72,8200
8184,94,8278
8214,342,8556
8270,93,8363
8300,342,8642
8300,141,8441
8300,72,8372
8300,72,8372
8356,92,8448
8386,342,8728
8386,72,8458
8386,72,8458
8386,72,8458
8442,92,8534
8472,342,8814
8472,141,8613
8528,91,8619
8559,342,8901
8559,72,8631
8559,72,8631
8559,72,8631
8559,72,8631
8559,72,8631
8559,72,8631
8559,72,8631
8615,91,8706
8645,342,8987
8645,72,8717
8645,72,8717
8645,72,8717
8645,72,8717
8645,72,8717
8701,92,8793
8731,342,9073
8731,72,8803
8731,72,8803
8731,72,8803
8787,93,8880
8817,342,9159
8817,72,8889
8873,93,8966
8904,342,9246
8960,91,9051
8990,342,9332
8990,141,9131
8990,72,9062
8990,72,9062
8990,72,9062
8990,72,9062
8990,72,9062
9046,91,9137
9077,342,9419
9077,208,9285
9077,141,9218
9077,72,9149
9133,92,9225
9162,342,9504
9162,141,9303
9162,72,9234
9218,94,9312
9248,342,9590
9248,141,9389
9304,92,9396
9335,342,9677
9335,141,9476
9335,72,9407
9335,72,9407
9391,92,9483
